chrom,window_start,variant_count,chrom_label,chrom_length,window_end,window_mid,window_width,window_size,variants_per_mb,window_size_label
scaffold_1,18500001,205,Chr1,45697135,19000000,18750000.5,500000,500000,410,500 kb
scaffold_1,19000001,346,Chr1,45697135,19500000,19250000.5,500000,500000,692,500 kb
scaffold_1,19500001,328,Chr1,45697135,20000000,19750000.5,500000,500000,656,500 kb
scaffold_1,20000001,284,Chr1,45697135,20500000,20250000.5,500000,500000,568,500 kb
scaffold_1,20500001,289,Chr1,45697135,21000000,20750000.5,500000,500000,578,500 kb
scaffold_1,21000001,329,Chr1,45697135,21500000,21250000.5,500000,500000,658,500 kb
scaffold_1,21500001,270,Chr1,45697135,22000000,21750000.5,500000,500000,540,500 kb
scaffold_1,22000001,238,Chr1,45697135,22500000,22250000.5,500000,500000,476,500 kb
scaffold_1,22500001,235,Chr1,45697135,23000000,22750000.5,500000,500000,470,500 kb
scaffold_1,23000001,293,Chr1,45697135,23500000,23250000.5,500000,500000,586,500 kb
scaffold_1,23500001,190,Chr1,45697135,24000000,23750000.5,500000,500000,380,500 kb
scaffold_1,24000001,300,Chr1,45697135,24500000,24250000.5,500000,500000,600,500 kb
scaffold_1,24500001,335,Chr1,45697135,25000000,24750000.5,500000,500000,670,500 kb
scaffold_1,25000001,223,Chr1,45697135,25500000,25250000.5,500000,500000,446,500 kb
scaffold_1,25500001,226,Chr1,45697135,26000000,25750000.5,500000,500000,452,500 kb
scaffold_1,26000001,257,Chr1,45697135,26500000,26250000.5,500000,500000,514,500 kb
scaffold_1,26500001,122,Chr1,45697135,27000000,26750000.5,500000,500000,244,500 kb
scaffold_1,27000001,158,Chr1,45697135,27500000,27250000.5,500000,500000,316,500 kb
scaffold_1,27500001,140,Chr1,45697135,28000000,27750000.5,500000,500000,280,500 kb
scaffold_1,28000001,176,Chr1,45697135,28500000,28250000.5,500000,500000,352,500 kb
scaffold_1,28500001,164,Chr1,45697135,29000000,28750000.5,500000,500000,328,500 kb
scaffold_1,29000001,238,Chr1,45697135,29500000,29250000.5,500000,500000,476,500 kb
scaffold_1,29500001,240,Chr1,45697135,30000000,29750000.5,500000,500000,480,500 kb
scaffold_1,30000001,165,Chr1,45697135,30500000,30250000.5,500000,500000,330,500 kb
scaffold_1,30500001,134,Chr1,45697135,31000000,30750000.5,500000,500000,268,500 kb
scaffold_1,31000001,134,Chr1,45697135,31500000,31250000.5,500000,500000,268,500 kb
scaffold_1,31500001,76,Chr1,45697135,32000000,31750000.5,500000,500000,152,500 kb
scaffold_1,32000001,101,Chr1,45697135,32500000,32250000.5,500000,500000,202,500 kb
scaffold_1,32500001,125,Chr1,45697135,33000000,32750000.5,500000,500000,250,500 kb
scaffold_1,33000001,127,Chr1,45697135,33500000,33250000.5,500000,500000,254,500 kb
scaffold_1,33500001,168,Chr1,45697135,34000000,33750000.5,500000,500000,336,500 kb
scaffold_1,34000001,206,Chr1,45697135,34500000,34250000.5,500000,500000,412,500 kb
scaffold_1,34500001,283,Chr1,45697135,35000000,34750000.5,500000,500000,566,500 kb
scaffold_1,35000001,270,Chr1,45697135,35500000,35250000.5,500000,500000,540,500 kb
scaffold_1,35500001,171,Chr1,45697135,36000000,35750000.5,500000,500000,342,500 kb
scaffold_1,36000001,306,Chr1,45697135,36500000,36250000.5,500000,500000,612,500 kb
scaffold_1,36500001,289,Chr1,45697135,37000000,36750000.5,500000,500000,578,500 kb
scaffold_1,37000001,359,Chr1,45697135,37500000,37250000.5,500000,500000,718,500 kb
scaffold_1,37500001,377,Chr1,45697135,38000000,37750000.5,500000,500000,754,500 kb
scaffold_1,38000001,264,Chr1,45697135,38500000,38250000.5,500000,500000,528,500 kb
scaffold_1,38500001,405,Chr1,45697135,39000000,38750000.5,500000,500000,810,500 kb
scaffold_1,39000001,292,Chr1,45697135,39500000,39250000.5,500000,500000,584,500 kb
scaffold_1,39500001,311,Chr1,45697135,40000000,39750000.5,500000,500000,622,500 kb
scaffold_1,40000001,502,Chr1,45697135,40500000,40250000.5,500000,500000,1004,500 kb
scaffold_1,40500001,398,Chr1,45697135,41000000,40750000.5,500000,500000,796,500 kb
scaffold_1,41000001,480,Chr1,45697135,41500000,41250000.5,500000,500000,960,500 kb
scaffold_1,41500001,311,Chr1,45697135,42000000,41750000.5,500000,500000,622,500 kb
scaffold_1,42000001,504,Chr1,45697135,42500000,42250000.5,500000,500000,1008,500 kb
scaffold_1,42500001,442,Chr1,45697135,43000000,42750000.5,500000,500000,884,500 kb
scaffold_1,43000001,543,Chr1,45697135,43500000,43250000.5,500000,500000,1086,500 kb
scaffold_1,43500001,464,Chr1,45697135,44000000,43750000.5,500000,500000,928,500 kb
scaffold_1,44000001,429,Chr1,45697135,44500000,44250000.5,500000,500000,858,500 kb
scaffold_1,44500001,490,Chr1,45697135,45000000,44750000.5,500000,500000,980,500 kb
scaffold_1,45000001,420,Chr1,45697135,45500000,45250000.5,500000,500000,840,500 kb
scaffold_1,45500001,156,Chr1,45697135,45697135,45598568,197135,500000,791.3358865751895,500 kb
scaffold_2,1,68,Chr2,40817374,500000,250000.5,500000,500000,136,500 kb
scaffold_2,500001,101,Chr2,40817374,1000000,750000.5,500000,500000,202,500 kb
scaffold_2,1000001,189,Chr2,40817374,1500000,1250000.5,500000,500000,378,500 kb
scaffold_2,1500001,70,Chr2,40817374,2000000,1750000.5,500000,500000,140,500 kb
scaffold_2,2000001,79,Chr2,40817374,2500000,2250000.5,500000,500000,158,500 kb
scaffold_2,2500001,69,Chr2,40817374,3000000,2750000.5,500000,500000,138,500 kb
scaffold_2,3000001,62,Chr2,40817374,3500000,3250000.5,500000,500000,124,500 kb
scaffold_2,3500001,81,Chr2,40817374,4000000,3750000.5,500000,500000,162,500 kb
scaffold_2,4000001,61,Chr2,40817374,4500000,4250000.5,500000,500000,122,500 kb
scaffold_2,4500001,64,Chr2,40817374,5000000,4750000.5,500000,500000,128,500 kb
scaffold_2,5000001,48,Chr2,40817374,5500000,5250000.5,500000,500000,96,500 kb
scaffold_2,5500001,100,Chr2,40817374,6000000,5750000.5,500000,500000,200,500 kb
scaffold_2,6000001,111,Chr2,40817374,6500000,6250000.5,500000,500000,222,500 kb
scaffold_2,6500001,73,Chr2,40817374,7000000,6750000.5,500000,500000,146,500 kb
scaffold_2,7000001,62,Chr2,40817374,7500000,7250000.5,500000,500000,124,500 kb
scaffold_2,7500001,78,Chr2,40817374,8000000,7750000.5,500000,500000,156,500 kb
scaffold_2,8000001,63,Chr2,40817374,8500000,8250000.5,500000,500000,126,500 kb
scaffold_2,8500001,93,Chr2,40817374,9000000,8750000.5,500000,500000,186,500 kb
scaffold_2,9000001,95,Chr2,40817374,9500000,9250000.5,500000,500000,190,500 kb
scaffold_2,9500001,96,Chr2,40817374,10000000,9750000.5,500000,500000,192,500 kb
scaffold_2,10000001,72,Chr2,40817374,10500000,10250000.5,500000,500000,144,500 kb
scaffold_2,10500001,100,Chr2,40817374,11000000,10750000.5,500000,500000,200,500 kb
scaffold_2,11000001,69,Chr2,40817374,11500000,11250000.5,500000,500000,138,500 kb
scaffold_2,11500001,89,Chr2,40817374,12000000,11750000.5,500000,500000,178,500 kb
scaffold_2,12000001,101,Chr2,40817374,12500000,12250000.5,500000,500000,202,500 kb
scaffold_2,12500001,74,Chr2,40817374,13000000,12750000.5,500000,500000,148,500 kb
scaffold_2,13000001,65,Chr2,40817374,13500000,13250000.5,500000,500000,130,500 kb
scaffold_2,13500001,93,Chr2,40817374,14000000,13750000.5,500000,500000,186,500 kb
scaffold_2,14000001,64,Chr2,40817374,14500000,14250000.5,500000,500000,128,500 kb
scaffold_2,14500001,53,Chr2,40817374,15000000,14750000.5,500000,500000,106,500 kb
scaffold_2,15000001,27,Chr2,40817374,15500000,15250000.5,500000,500000,54,500 kb
scaffold_2,15500001,73,Chr2,40817374,16000000,15750000.5,500000,500000,146,500 kb
scaffold_2,16000001,103,Chr2,40817374,16500000,16250000.5,500000,500000,206,500 kb
scaffold_2,16500001,104,Chr2,40817374,17000000,16750000.5,500000,500000,208,500 kb
scaffold_2,17000001,81,Chr2,40817374,17500000,17250000.5,500000,500000,162,500 kb
scaffold_2,17500001,40,Chr2,40817374,18000000,17750000.5,500000,500000,80,500 kb
scaffold_2,18000001,95,Chr2,40817374,18500000,18250000.5,500000,500000,190,500 kb
scaffold_2,18500001,93,Chr2,40817374,19000000,18750000.5,500000,500000,186,500 kb
scaffold_2,19000001,188,Chr2,40817374,19500000,19250000.5,500000,500000,376,500 kb
scaffold_2,19500001,201,Chr2,40817374,20000000,19750000.5,500000,500000,402,500 kb
scaffold_2,20000001,203,Chr2,40817374,20500000,20250000.5,500000,500000,406,500 kb
scaffold_2,20500001,112,Chr2,40817374,21000000,20750000.5,500000,500000,224,500 kb
scaffold_2,21000001,130,Chr2,40817374,21500000,21250000.5,500000,500000,260,500 kb
scaffold_2,21500001,164,Chr2,40817374,22000000,21750000.5,500000,500000,328,500 kb
scaffold_2,22000001,161,Chr2,40817374,22500000,22250000.5,500000,500000,322,500 kb
scaffold_2,22500001,154,Chr2,40817374,23000000,22750000.5,500000,500000,308,500 kb
scaffold_2,23000001,177,Chr2,40817374,23500000,23250000.5,500000,500000,354,500 kb
scaffold_2,23500001,133,Chr2,40817374,24000000,23750000.5,500000,500000,266,500 kb
scaffold_2,24000001,221,Chr2,40817374,24500000,24250000.5,500000,500000,442,500 kb
scaffold_2,24500001,192,Chr2,40817374,25000000,24750000.5,500000,500000,384,500 kb
scaffold_2,25000001,216,Chr2,40817374,25500000,25250000.5,500000,500000,432,500 kb
scaffold_2,25500001,324,Chr2,40817374,26000000,25750000.5,500000,500000,648,500 kb
scaffold_2,26000001,268,Chr2,40817374,26500000,26250000.5,500000,500000,536,500 kb
scaffold_2,26500001,289,Chr2,40817374,27000000,26750000.5,500000,500000,578,500 kb
scaffold_2,27000001,293,Chr2,40817374,27500000,27250000.5,500000,500000,586,500 kb
scaffold_2,27500001,262,Chr2,40817374,28000000,27750000.5,500000,500000,524,500 kb
scaffold_2,28000001,227,Chr2,40817374,28500000,28250000.5,500000,500000,454,500 kb
scaffold_2,28500001,247,Chr2,40817374,29000000,28750000.5,500000,500000,494,500 kb
scaffold_2,29000001,256,Chr2,40817374,29500000,29250000.5,500000,500000,512,500 kb
scaffold_2,29500001,318,Chr2,40817374,30000000,29750000.5,500000,500000,636,500 kb
scaffold_2,30000001,449,Chr2,40817374,30500000,30250000.5,500000,500000,898,500 kb
scaffold_2,30500001,354,Chr2,40817374,31000000,30750000.5,500000,500000,708,500 kb
scaffold_2,31000001,320,Chr2,40817374,31500000,31250000.5,500000,500000,640,500 kb
scaffold_2,31500001,372,Chr2,40817374,32000000,31750000.5,500000,500000,744,500 kb
scaffold_2,32000001,271,Chr2,40817374,32500000,32250000.5,500000,500000,542,500 kb
scaffold_2,32500001,344,Chr2,40817374,33000000,32750000.5,500000,500000,688,500 kb
scaffold_2,33000001,386,Chr2,40817374,33500000,33250000.5,500000,500000,772,500 kb
scaffold_2,33500001,278,Chr2,40817374,34000000,33750000.5,500000,500000,556,500 kb
scaffold_2,34000001,279,Chr2,40817374,34500000,34250000.5,500000,500000,558,500 kb
scaffold_2,34500001,416,Chr2,40817374,35000000,34750000.5,500000,500000,832,500 kb
scaffold_2,35000001,384,Chr2,40817374,35500000,35250000.5,500000,500000,768,500 kb
scaffold_2,35500001,471,Chr2,40817374,36000000,35750000.5,500000,500000,942,500 kb
scaffold_2,36000001,367,Chr2,40817374,36500000,36250000.5,500000,500000,734,500 kb
scaffold_2,36500001,418,Chr2,40817374,37000000,36750000.5,500000,500000,836,500 kb
scaffold_2,37000001,469,Chr2,40817374,37500000,37250000.5,500000,500000,938,500 kb
scaffold_2,37500001,407,Chr2,40817374,38000000,37750000.5,500000,500000,814,500 kb
scaffold_2,38000001,560,Chr2,40817374,38500000,38250000.5,500000,500000,1120,500 kb
scaffold_2,38500001,391,Chr2,40817374,39000000,38750000.5,500000,500000,782,500 kb
scaffold_2,39000001,541,Chr2,40817374,39500000,39250000.5,500000,500000,1082,500 kb
scaffold_2,39500001,445,Chr2,40817374,40000000,39750000.5,500000,500000,890,500 kb
scaffold_2,40000001,479,Chr2,40817374,40500000,40250000.5,500000,500000,958,500 kb
scaffold_2,40500001,215,Chr2,40817374,40817374,40658687.5,317374,500000,677.4341943574458,500 kb
scaffold_3,1,77,Chr3,35723232,500000,250000.5,500000,500000,154,500 kb
scaffold_3,500001,90,Chr3,35723232,1000000,750000.5,500000,500000,180,500 kb
scaffold_3,1000001,65,Chr3,35723232,1500000,1250000.5,500000,500000,130,500 kb
scaffold_3,1500001,84,Chr3,35723232,2000000,1750000.5,500000,500000,168,500 kb
scaffold_3,2000001,48,Chr3,35723232,2500000,2250000.5,500000,500000,96,500 kb
scaffold_3,2500001,64,Chr3,35723232,3000000,2750000.5,500000,500000,128,500 kb
scaffold_3,3000001,52,Chr3,35723232,3500000,3250000.5,500000,500000,104,500 kb
scaffold_3,3500001,71,Chr3,35723232,4000000,3750000.5,500000,500000,142,500 kb
scaffold_3,4000001,49,Chr3,35723232,4500000,4250000.5,500000,500000,98,500 kb
scaffold_3,4500001,88,Chr3,35723232,5000000,4750000.5,500000,500000,176,500 kb
scaffold_3,5000001,80,Chr3,35723232,5500000,5250000.5,500000,500000,160,500 kb
scaffold_3,5500001,72,Chr3,35723232,6000000,5750000.5,500000,500000,144,500 kb
scaffold_3,6000001,95,Chr3,35723232,6500000,6250000.5,500000,500000,190,500 kb
scaffold_3,6500001,87,Chr3,35723232,7000000,6750000.5,500000,500000,174,500 kb
scaffold_3,7000001,91,Chr3,35723232,7500000,7250000.5,500000,500000,182,500 kb
scaffold_3,7500001,69,Chr3,35723232,8000000,7750000.5,500000,500000,138,500 kb
scaffold_3,8000001,77,Chr3,35723232,8500000,8250000.5,500000,500000,154,500 kb
scaffold_3,8500001,65,Chr3,35723232,9000000,8750000.5,500000,500000,130,500 kb
scaffold_3,9000001,159,Chr3,35723232,9500000,9250000.5,500000,500000,318,500 kb
scaffold_3,9500001,128,Chr3,35723232,10000000,9750000.5,500000,500000,256,500 kb
scaffold_3,10000001,101,Chr3,35723232,10500000,10250000.5,500000,500000,202,500 kb
scaffold_3,10500001,93,Chr3,35723232,11000000,10750000.5,500000,500000,186,500 kb
scaffold_3,11000001,91,Chr3,35723232,11500000,11250000.5,500000,500000,182,500 kb
scaffold_3,11500001,96,Chr3,35723232,12000000,11750000.5,500000,500000,192,500 kb
scaffold_3,12000001,104,Chr3,35723232,12500000,12250000.5,500000,500000,208,500 kb
scaffold_3,12500001,48,Chr3,35723232,13000000,12750000.5,500000,500000,96,500 kb
scaffold_3,13000001,74,Chr3,35723232,13500000,13250000.5,500000,500000,148,500 kb
scaffold_3,13500001,70,Chr3,35723232,14000000,13750000.5,500000,500000,140,500 kb
scaffold_3,14000001,60,Chr3,35723232,14500000,14250000.5,500000,500000,120,500 kb
scaffold_3,14500001,107,Chr3,35723232,15000000,14750000.5,500000,500000,214,500 kb
scaffold_3,15000001,124,Chr3,35723232,15500000,15250000.5,500000,500000,248,500 kb
scaffold_3,15500001,89,Chr3,35723232,16000000,15750000.5,500000,500000,178,500 kb
scaffold_3,16000001,88,Chr3,35723232,16500000,16250000.5,500000,500000,176,500 kb
scaffold_3,16500001,115,Chr3,35723232,17000000,16750000.5,500000,500000,230,500 kb
scaffold_3,17000001,159,Chr3,35723232,17500000,17250000.5,500000,500000,318,500 kb
scaffold_3,17500001,176,Chr3,35723232,18000000,17750000.5,500000,500000,352,500 kb
scaffold_3,18000001,169,Chr3,35723232,18500000,18250000.5,500000,500000,338,500 kb
scaffold_3,18500001,249,Chr3,35723232,19000000,18750000.5,500000,500000,498,500 kb
scaffold_3,19000001,174,Chr3,35723232,19500000,19250000.5,500000,500000,348,500 kb
scaffold_3,19500001,205,Chr3,35723232,20000000,19750000.5,500000,500000,410,500 kb
scaffold_3,20000001,175,Chr3,35723232,20500000,20250000.5,500000,500000,350,500 kb
scaffold_3,20500001,221,Chr3,35723232,21000000,20750000.5,500000,500000,442,500 kb
scaffold_3,21000001,222,Chr3,35723232,21500000,21250000.5,500000,500000,444,500 kb
scaffold_3,21500001,291,Chr3,35723232,22000000,21750000.5,500000,500000,582,500 kb
scaffold_3,22000001,235,Chr3,35723232,22500000,22250000.5,500000,500000,470,500 kb
scaffold_3,22500001,170,Chr3,35723232,23000000,22750000.5,500000,500000,340,500 kb
scaffold_3,23000001,247,Chr3,35723232,23500000,23250000.5,500000,500000,494,500 kb
scaffold_3,23500001,152,Chr3,35723232,24000000,23750000.5,500000,500000,304,500 kb
scaffold_3,24000001,264,Chr3,35723232,24500000,24250000.5,500000,500000,528,500 kb
scaffold_3,24500001,246,Chr3,35723232,25000000,24750000.5,500000,500000,492,500 kb
scaffold_3,25000001,273,Chr3,35723232,25500000,25250000.5,500000,500000,546,500 kb
scaffold_3,25500001,307,Chr3,35723232,26000000,25750000.5,500000,500000,614,500 kb
scaffold_3,26000001,291,Chr3,35723232,26500000,26250000.5,500000,500000,582,500 kb
scaffold_3,26500001,373,Chr3,35723232,27000000,26750000.5,500000,500000,746,500 kb
scaffold_3,27000001,368,Chr3,35723232,27500000,27250000.5,500000,500000,736,500 kb
scaffold_3,27500001,389,Chr3,35723232,28000000,27750000.5,500000,500000,778,500 kb
scaffold_3,28000001,388,Chr3,35723232,28500000,28250000.5,500000,500000,776,500 kb
scaffold_3,28500001,444,Chr3,35723232,29000000,28750000.5,500000,500000,888,500 kb
scaffold_3,29000001,559,Chr3,35723232,29500000,29250000.5,500000,500000,1118,500 kb
scaffold_3,29500001,554,Chr3,35723232,30000000,29750000.5,500000,500000,1108,500 kb
scaffold_3,30000001,369,Chr3,35723232,30500000,30250000.5,500000,500000,738,500 kb
scaffold_3,30500001,381,Chr3,35723232,31000000,30750000.5,500000,500000,762,500 kb
scaffold_3,31000001,583,Chr3,35723232,31500000,31250000.5,500000,500000,1166,500 kb
scaffold_3,31500001,440,Chr3,35723232,32000000,31750000.5,500000,500000,880,500 kb
scaffold_3,32000001,478,Chr3,35723232,32500000,32250000.5,500000,500000,956,500 kb
scaffold_3,32500001,429,Chr3,35723232,33000000,32750000.5,500000,500000,858,500 kb
scaffold_3,33000001,463,Chr3,35723232,33500000,33250000.5,500000,500000,926,500 kb
scaffold_3,33500001,487,Chr3,35723232,34000000,33750000.5,500000,500000,974,500 kb
scaffold_3,34000001,498,Chr3,35723232,34500000,34250000.5,500000,500000,996,500 kb
scaffold_3,34500001,416,Chr3,35723232,35000000,34750000.5,500000,500000,832,500 kb
scaffold_3,35000001,622,Chr3,35723232,35500000,35250000.5,500000,500000,1244,500 kb
scaffold_3,35500001,230,Chr3,35723232,35723232,35611616.5,223232,500000,1030.318233944954,500 kb
scaffold_4,1,73,Chr4,32323243,500000,250000.5,500000,500000,146,500 kb
scaffold_4,500001,54,Chr4,32323243,1000000,750000.5,500000,500000,108,500 kb
scaffold_4,1000001,62,Chr4,32323243,1500000,1250000.5,500000,500000,124,500 kb
scaffold_4,1500001,76,Chr4,32323243,2000000,1750000.5,500000,500000,152,500 kb
scaffold_4,2000001,54,Chr4,32323243,2500000,2250000.5,500000,500000,108,500 kb
scaffold_4,2500001,75,Chr4,32323243,3000000,2750000.5,500000,500000,150,500 kb
scaffold_4,3000001,79,Chr4,32323243,3500000,3250000.5,500000,500000,158,500 kb
scaffold_4,3500001,96,Chr4,32323243,4000000,3750000.5,500000,500000,192,500 kb
scaffold_4,4000001,75,Chr4,32323243,4500000,4250000.5,500000,500000,150,500 kb
scaffold_4,4500001,79,Chr4,32323243,5000000,4750000.5,500000,500000,158,500 kb
scaffold_4,5000001,54,Chr4,32323243,5500000,5250000.5,500000,500000,108,500 kb
scaffold_4,5500001,54,Chr4,32323243,6000000,5750000.5,500000,500000,108,500 kb
scaffold_4,6000001,86,Chr4,32323243,6500000,6250000.5,500000,500000,172,500 kb
scaffold_4,6500001,44,Chr4,32323243,7000000,6750000.5,500000,500000,88,500 kb
scaffold_4,7000001,48,Chr4,32323243,7500000,7250000.5,500000,500000,96,500 kb
scaffold_4,7500001,62,Chr4,32323243,8000000,7750000.5,500000,500000,124,500 kb
scaffold_4,8000001,73,Chr4,32323243,8500000,8250000.5,500000,500000,146,500 kb
scaffold_4,8500001,59,Chr4,32323243,9000000,8750000.5,500000,500000,118,500 kb
scaffold_4,9000001,75,Chr4,32323243,9500000,9250000.5,500000,500000,150,500 kb
scaffold_4,9500001,63,Chr4,32323243,10000000,9750000.5,500000,500000,126,500 kb
scaffold_4,10000001,83,Chr4,32323243,10500000,10250000.5,500000,500000,166,500 kb
scaffold_4,10500001,80,Chr4,32323243,11000000,10750000.5,500000,500000,160,500 kb
scaffold_4,11000001,63,Chr4,32323243,11500000,11250000.5,500000,500000,126,500 kb
scaffold_4,11500001,61,Chr4,32323243,12000000,11750000.5,500000,500000,122,500 kb
scaffold_4,12000001,77,Chr4,32323243,12500000,12250000.5,500000,500000,154,500 kb
scaffold_4,12500001,72,Chr4,32323243,13000000,12750000.5,500000,500000,144,500 kb
scaffold_4,13000001,106,Chr4,32323243,13500000,13250000.5,500000,500000,212,500 kb
scaffold_4,13500001,97,Chr4,32323243,14000000,13750000.5,500000,500000,194,500 kb
scaffold_4,14000001,76,Chr4,32323243,14500000,14250000.5,500000,500000,152,500 kb
scaffold_4,14500001,63,Chr4,32323243,15000000,14750000.5,500000,500000,126,500 kb
scaffold_4,15000001,105,Chr4,32323243,15500000,15250000.5,500000,500000,210,500 kb
scaffold_4,15500001,105,Chr4,32323243,16000000,15750000.5,500000,500000,210,500 kb
scaffold_4,16000001,80,Chr4,32323243,16500000,16250000.5,500000,500000,160,500 kb
scaffold_4,16500001,158,Chr4,32323243,17000000,16750000.5,500000,500000,316,500 kb
scaffold_4,17000001,95,Chr4,32323243,17500000,17250000.5,500000,500000,190,500 kb
scaffold_4,17500001,95,Chr4,32323243,18000000,17750000.5,500000,500000,190,500 kb
scaffold_4,18000001,85,Chr4,32323243,18500000,18250000.5,500000,500000,170,500 kb
scaffold_4,18500001,143,Chr4,32323243,19000000,18750000.5,500000,500000,286,500 kb
scaffold_4,19000001,130,Chr4,32323243,19500000,19250000.5,500000,500000,260,500 kb
scaffold_4,19500001,191,Chr4,32323243,20000000,19750000.5,500000,500000,382,500 kb
scaffold_4,20000001,222,Chr4,32323243,20500000,20250000.5,500000,500000,444,500 kb
scaffold_4,20500001,177,Chr4,32323243,21000000,20750000.5,500000,500000,354,500 kb
scaffold_4,21000001,273,Chr4,32323243,21500000,21250000.5,500000,500000,546,500 kb
scaffold_4,21500001,294,Chr4,32323243,22000000,21750000.5,500000,500000,588,500 kb
scaffold_4,22000001,180,Chr4,32323243,22500000,22250000.5,500000,500000,360,500 kb
scaffold_4,22500001,272,Chr4,32323243,23000000,22750000.5,500000,500000,544,500 kb
scaffold_4,23000001,254,Chr4,32323243,23500000,23250000.5,500000,500000,508,500 kb
scaffold_4,23500001,243,Chr4,32323243,24000000,23750000.5,500000,500000,486,500 kb
scaffold_4,24000001,337,Chr4,32323243,24500000,24250000.5,500000,500000,674,500 kb
scaffold_4,24500001,314,Chr4,32323243,25000000,24750000.5,500000,500000,628,500 kb
scaffold_4,25000001,236,Chr4,32323243,25500000,25250000.5,500000,500000,472,500 kb
scaffold_4,25500001,289,Chr4,32323243,26000000,25750000.5,500000,500000,578,500 kb
scaffold_4,26000001,281,Chr4,32323243,26500000,26250000.5,500000,500000,562,500 kb
scaffold_4,26500001,325,Chr4,32323243,27000000,26750000.5,500000,500000,650,500 kb
scaffold_4,27000001,493,Chr4,32323243,27500000,27250000.5,500000,500000,986,500 kb
scaffold_4,27500001,309,Chr4,32323243,28000000,27750000.5,500000,500000,618,500 kb
scaffold_4,28000001,404,Chr4,32323243,28500000,28250000.5,500000,500000,808,500 kb
scaffold_4,28500001,440,Chr4,32323243,29000000,28750000.5,500000,500000,880,500 kb
scaffold_4,29000001,507,Chr4,32323243,29500000,29250000.5,500000,500000,1014,500 kb
scaffold_4,29500001,399,Chr4,32323243,30000000,29750000.5,500000,500000,798,500 kb
scaffold_4,30000001,457,Chr4,32323243,30500000,30250000.5,500000,500000,914,500 kb
scaffold_4,30500001,325,Chr4,32323243,31000000,30750000.5,500000,500000,650,500 kb
