chrom,window_start,variant_count,chrom_label,chrom_length,window_end,window_mid,window_width,window_size,variants_per_mb,window_size_label
scaffold_1,7600001,66,Chr1,45697135,7700000,7650000.5,100000,100000,660,100 kb
scaffold_1,7700001,12,Chr1,45697135,7800000,7750000.5,100000,100000,120,100 kb
scaffold_1,7800001,15,Chr1,45697135,7900000,7850000.5,100000,100000,150,100 kb
scaffold_1,7900001,27,Chr1,45697135,8000000,7950000.5,100000,100000,270,100 kb
scaffold_1,8000001,52,Chr1,45697135,8100000,8050000.5,100000,100000,520,100 kb
scaffold_1,8100001,54,Chr1,45697135,8200000,8150000.5,100000,100000,540,100 kb
scaffold_1,8200001,34,Chr1,45697135,8300000,8250000.5,100000,100000,340,100 kb
scaffold_1,8300001,20,Chr1,45697135,8400000,8350000.5,100000,100000,200,100 kb
scaffold_1,8400001,29,Chr1,45697135,8500000,8450000.5,100000,100000,290,100 kb
scaffold_1,8500001,30,Chr1,45697135,8600000,8550000.5,100000,100000,300,100 kb
scaffold_1,8600001,39,Chr1,45697135,8700000,8650000.5,100000,100000,390,100 kb
scaffold_1,8700001,62,Chr1,45697135,8800000,8750000.5,100000,100000,620,100 kb
scaffold_1,8800001,30,Chr1,45697135,8900000,8850000.5,100000,100000,300,100 kb
scaffold_1,8900001,55,Chr1,45697135,9000000,8950000.5,100000,100000,550,100 kb
scaffold_1,9000001,26,Chr1,45697135,9100000,9050000.5,100000,100000,260,100 kb
scaffold_1,9100001,23,Chr1,45697135,9200000,9150000.5,100000,100000,230,100 kb
scaffold_1,9200001,33,Chr1,45697135,9300000,9250000.5,100000,100000,330,100 kb
scaffold_1,9300001,82,Chr1,45697135,9400000,9350000.5,100000,100000,820,100 kb
scaffold_1,9400001,92,Chr1,45697135,9500000,9450000.5,100000,100000,920,100 kb
scaffold_1,9500001,90,Chr1,45697135,9600000,9550000.5,100000,100000,900,100 kb
scaffold_1,9600001,53,Chr1,45697135,9700000,9650000.5,100000,100000,530,100 kb
scaffold_1,9700001,60,Chr1,45697135,9800000,9750000.5,100000,100000,600,100 kb
scaffold_1,9800001,86,Chr1,45697135,9900000,9850000.5,100000,100000,860,100 kb
scaffold_1,9900001,42,Chr1,45697135,10000000,9950000.5,100000,100000,420,100 kb
scaffold_1,10000001,60,Chr1,45697135,10100000,10050000.5,100000,100000,600,100 kb
scaffold_1,10100001,16,Chr1,45697135,10200000,10150000.5,100000,100000,160,100 kb
scaffold_1,10200001,13,Chr1,45697135,10300000,10250000.5,100000,100000,130,100 kb
scaffold_1,10300001,60,Chr1,45697135,10400000,10350000.5,100000,100000,600,100 kb
scaffold_1,10400001,74,Chr1,45697135,10500000,10450000.5,100000,100000,740,100 kb
scaffold_1,10500001,48,Chr1,45697135,10600000,10550000.5,100000,100000,480,100 kb
scaffold_1,10600001,42,Chr1,45697135,10700000,10650000.5,100000,100000,420,100 kb
scaffold_1,10700001,39,Chr1,45697135,10800000,10750000.5,100000,100000,390,100 kb
scaffold_1,10800001,30,Chr1,45697135,10900000,10850000.5,100000,100000,300,100 kb
scaffold_1,10900001,48,Chr1,45697135,11000000,10950000.5,100000,100000,480,100 kb
scaffold_1,11000001,26,Chr1,45697135,11100000,11050000.5,100000,100000,260,100 kb
scaffold_1,11100001,6,Chr1,45697135,11200000,11150000.5,100000,100000,60,100 kb
scaffold_1,11200001,49,Chr1,45697135,11300000,11250000.5,100000,100000,490,100 kb
scaffold_1,11300001,37,Chr1,45697135,11400000,11350000.5,100000,100000,370,100 kb
scaffold_1,11400001,62,Chr1,45697135,11500000,11450000.5,100000,100000,620,100 kb
scaffold_1,11500001,83,Chr1,45697135,11600000,11550000.5,100000,100000,830,100 kb
scaffold_1,11600001,46,Chr1,45697135,11700000,11650000.5,100000,100000,460,100 kb
scaffold_1,11700001,49,Chr1,45697135,11800000,11750000.5,100000,100000,490,100 kb
scaffold_1,11800001,35,Chr1,45697135,11900000,11850000.5,100000,100000,350,100 kb
scaffold_1,11900001,35,Chr1,45697135,12000000,11950000.5,100000,100000,350,100 kb
scaffold_1,12000001,62,Chr1,45697135,12100000,12050000.5,100000,100000,620,100 kb
scaffold_1,12100001,45,Chr1,45697135,12200000,12150000.5,100000,100000,450,100 kb
scaffold_1,12200001,77,Chr1,45697135,12300000,12250000.5,100000,100000,770,100 kb
scaffold_1,12300001,64,Chr1,45697135,12400000,12350000.5,100000,100000,640,100 kb
scaffold_1,12400001,26,Chr1,45697135,12500000,12450000.5,100000,100000,260,100 kb
scaffold_1,12500001,24,Chr1,45697135,12600000,12550000.5,100000,100000,240,100 kb
scaffold_1,12600001,39,Chr1,45697135,12700000,12650000.5,100000,100000,390,100 kb
scaffold_1,12700001,14,Chr1,45697135,12800000,12750000.5,100000,100000,140,100 kb
scaffold_1,12800001,29,Chr1,45697135,12900000,12850000.5,100000,100000,290,100 kb
scaffold_1,12900001,54,Chr1,45697135,13000000,12950000.5,100000,100000,540,100 kb
scaffold_1,13000001,33,Chr1,45697135,13100000,13050000.5,100000,100000,330,100 kb
scaffold_1,13100001,23,Chr1,45697135,13200000,13150000.5,100000,100000,230,100 kb
scaffold_1,13200001,48,Chr1,45697135,13300000,13250000.5,100000,100000,480,100 kb
scaffold_1,13300001,49,Chr1,45697135,13400000,13350000.5,100000,100000,490,100 kb
scaffold_1,13400001,44,Chr1,45697135,13500000,13450000.5,100000,100000,440,100 kb
scaffold_1,13500001,39,Chr1,45697135,13600000,13550000.5,100000,100000,390,100 kb
scaffold_1,13600001,48,Chr1,45697135,13700000,13650000.5,100000,100000,480,100 kb
scaffold_1,13700001,44,Chr1,45697135,13800000,13750000.5,100000,100000,440,100 kb
scaffold_1,13800001,28,Chr1,45697135,13900000,13850000.5,100000,100000,280,100 kb
scaffold_1,13900001,44,Chr1,45697135,14000000,13950000.5,100000,100000,440,100 kb
scaffold_1,14000001,39,Chr1,45697135,14100000,14050000.5,100000,100000,390,100 kb
scaffold_1,14100001,50,Chr1,45697135,14200000,14150000.5,100000,100000,500,100 kb
scaffold_1,14200001,19,Chr1,45697135,14300000,14250000.5,100000,100000,190,100 kb
scaffold_1,14300001,8,Chr1,45697135,14400000,14350000.5,100000,100000,80,100 kb
scaffold_1,14400001,45,Chr1,45697135,14500000,14450000.5,100000,100000,450,100 kb
scaffold_1,14500001,34,Chr1,45697135,14600000,14550000.5,100000,100000,340,100 kb
scaffold_1,14600001,15,Chr1,45697135,14700000,14650000.5,100000,100000,150,100 kb
scaffold_1,14700001,20,Chr1,45697135,14800000,14750000.5,100000,100000,200,100 kb
scaffold_1,14800001,22,Chr1,45697135,14900000,14850000.5,100000,100000,220,100 kb
scaffold_1,14900001,21,Chr1,45697135,15000000,14950000.5,100000,100000,210,100 kb
scaffold_1,15000001,26,Chr1,45697135,15100000,15050000.5,100000,100000,260,100 kb
scaffold_1,15100001,36,Chr1,45697135,15200000,15150000.5,100000,100000,360,100 kb
scaffold_1,15200001,46,Chr1,45697135,15300000,15250000.5,100000,100000,460,100 kb
scaffold_1,15300001,12,Chr1,45697135,15400000,15350000.5,100000,100000,120,100 kb
scaffold_1,15400001,15,Chr1,45697135,15500000,15450000.5,100000,100000,150,100 kb
scaffold_1,15500001,33,Chr1,45697135,15600000,15550000.5,100000,100000,330,100 kb
scaffold_1,15600001,13,Chr1,45697135,15700000,15650000.5,100000,100000,130,100 kb
scaffold_1,15700001,31,Chr1,45697135,15800000,15750000.5,100000,100000,310,100 kb
scaffold_1,15800001,35,Chr1,45697135,15900000,15850000.5,100000,100000,350,100 kb
scaffold_1,15900001,14,Chr1,45697135,16000000,15950000.5,100000,100000,140,100 kb
scaffold_1,16000001,9,Chr1,45697135,16100000,16050000.5,100000,100000,90,100 kb
scaffold_1,16100001,18,Chr1,45697135,16200000,16150000.5,100000,100000,180,100 kb
scaffold_1,16200001,34,Chr1,45697135,16300000,16250000.5,100000,100000,340,100 kb
scaffold_1,16300001,36,Chr1,45697135,16400000,16350000.5,100000,100000,360,100 kb
scaffold_1,16400001,18,Chr1,45697135,16500000,16450000.5,100000,100000,180,100 kb
scaffold_1,16500001,38,Chr1,45697135,16600000,16550000.5,100000,100000,380,100 kb
scaffold_1,16600001,37,Chr1,45697135,16700000,16650000.5,100000,100000,370,100 kb
scaffold_1,16700001,12,Chr1,45697135,16800000,16750000.5,100000,100000,120,100 kb
scaffold_1,16800001,32,Chr1,45697135,16900000,16850000.5,100000,100000,320,100 kb
scaffold_1,16900001,73,Chr1,45697135,17000000,16950000.5,100000,100000,730,100 kb
scaffold_1,17000001,68,Chr1,45697135,17100000,17050000.5,100000,100000,680,100 kb
scaffold_1,17100001,92,Chr1,45697135,17200000,17150000.5,100000,100000,920,100 kb
scaffold_1,17200001,67,Chr1,45697135,17300000,17250000.5,100000,100000,670,100 kb
scaffold_1,17300001,57,Chr1,45697135,17400000,17350000.5,100000,100000,570,100 kb
scaffold_1,17400001,61,Chr1,45697135,17500000,17450000.5,100000,100000,610,100 kb
scaffold_1,17500001,52,Chr1,45697135,17600000,17550000.5,100000,100000,520,100 kb
scaffold_1,17600001,62,Chr1,45697135,17700000,17650000.5,100000,100000,620,100 kb
scaffold_1,17700001,28,Chr1,45697135,17800000,17750000.5,100000,100000,280,100 kb
scaffold_1,17800001,2,Chr1,45697135,17900000,17850000.5,100000,100000,20,100 kb
scaffold_1,17900001,27,Chr1,45697135,18000000,17950000.5,100000,100000,270,100 kb
scaffold_1,18000001,73,Chr1,45697135,18100000,18050000.5,100000,100000,730,100 kb
scaffold_1,18100001,64,Chr1,45697135,18200000,18150000.5,100000,100000,640,100 kb
scaffold_1,18200001,38,Chr1,45697135,18300000,18250000.5,100000,100000,380,100 kb
scaffold_1,18300001,51,Chr1,45697135,18400000,18350000.5,100000,100000,510,100 kb
scaffold_1,18400001,61,Chr1,45697135,18500000,18450000.5,100000,100000,610,100 kb
scaffold_1,18500001,56,Chr1,45697135,18600000,18550000.5,100000,100000,560,100 kb
scaffold_1,18600001,46,Chr1,45697135,18700000,18650000.5,100000,100000,460,100 kb
scaffold_1,18700001,38,Chr1,45697135,18800000,18750000.5,100000,100000,380,100 kb
scaffold_1,18800001,33,Chr1,45697135,18900000,18850000.5,100000,100000,330,100 kb
scaffold_1,18900001,32,Chr1,45697135,19000000,18950000.5,100000,100000,320,100 kb
scaffold_1,19000001,92,Chr1,45697135,19100000,19050000.5,100000,100000,920,100 kb
scaffold_1,19100001,81,Chr1,45697135,19200000,19150000.5,100000,100000,810,100 kb
scaffold_1,19200001,58,Chr1,45697135,19300000,19250000.5,100000,100000,580,100 kb
scaffold_1,19300001,62,Chr1,45697135,19400000,19350000.5,100000,100000,620,100 kb
scaffold_1,19400001,53,Chr1,45697135,19500000,19450000.5,100000,100000,530,100 kb
scaffold_1,19500001,75,Chr1,45697135,19600000,19550000.5,100000,100000,750,100 kb
scaffold_1,19600001,99,Chr1,45697135,19700000,19650000.5,100000,100000,990,100 kb
scaffold_1,19700001,31,Chr1,45697135,19800000,19750000.5,100000,100000,310,100 kb
scaffold_1,19800001,71,Chr1,45697135,19900000,19850000.5,100000,100000,710,100 kb
scaffold_1,19900001,52,Chr1,45697135,20000000,19950000.5,100000,100000,520,100 kb
scaffold_1,20000001,67,Chr1,45697135,20100000,20050000.5,100000,100000,670,100 kb
scaffold_1,20100001,55,Chr1,45697135,20200000,20150000.5,100000,100000,550,100 kb
scaffold_1,20200001,75,Chr1,45697135,20300000,20250000.5,100000,100000,750,100 kb
scaffold_1,20300001,30,Chr1,45697135,20400000,20350000.5,100000,100000,300,100 kb
scaffold_1,20400001,57,Chr1,45697135,20500000,20450000.5,100000,100000,570,100 kb
scaffold_1,20500001,62,Chr1,45697135,20600000,20550000.5,100000,100000,620,100 kb
scaffold_1,20600001,54,Chr1,45697135,20700000,20650000.5,100000,100000,540,100 kb
scaffold_1,20700001,20,Chr1,45697135,20800000,20750000.5,100000,100000,200,100 kb
scaffold_1,20800001,72,Chr1,45697135,20900000,20850000.5,100000,100000,720,100 kb
scaffold_1,20900001,81,Chr1,45697135,21000000,20950000.5,100000,100000,810,100 kb
scaffold_1,21000001,59,Chr1,45697135,21100000,21050000.5,100000,100000,590,100 kb
scaffold_1,21100001,143,Chr1,45697135,21200000,21150000.5,100000,100000,1430,100 kb
scaffold_1,21200001,49,Chr1,45697135,21300000,21250000.5,100000,100000,490,100 kb
scaffold_1,21300001,40,Chr1,45697135,21400000,21350000.5,100000,100000,400,100 kb
scaffold_1,21400001,38,Chr1,45697135,21500000,21450000.5,100000,100000,380,100 kb
scaffold_1,21500001,72,Chr1,45697135,21600000,21550000.5,100000,100000,720,100 kb
scaffold_1,21600001,48,Chr1,45697135,21700000,21650000.5,100000,100000,480,100 kb
scaffold_1,21700001,21,Chr1,45697135,21800000,21750000.5,100000,100000,210,100 kb
scaffold_1,21800001,89,Chr1,45697135,21900000,21850000.5,100000,100000,890,100 kb
scaffold_1,21900001,40,Chr1,45697135,22000000,21950000.5,100000,100000,400,100 kb
scaffold_1,22000001,59,Chr1,45697135,22100000,22050000.5,100000,100000,590,100 kb
scaffold_1,22100001,11,Chr1,45697135,22200000,22150000.5,100000,100000,110,100 kb
scaffold_1,22200001,20,Chr1,45697135,22300000,22250000.5,100000,100000,200,100 kb
scaffold_1,22300001,57,Chr1,45697135,22400000,22350000.5,100000,100000,570,100 kb
scaffold_1,22400001,91,Chr1,45697135,22500000,22450000.5,100000,100000,910,100 kb
scaffold_1,22500001,49,Chr1,45697135,22600000,22550000.5,100000,100000,490,100 kb
scaffold_1,22600001,63,Chr1,45697135,22700000,22650000.5,100000,100000,630,100 kb
scaffold_1,22700001,17,Chr1,45697135,22800000,22750000.5,100000,100000,170,100 kb
scaffold_1,22800001,48,Chr1,45697135,22900000,22850000.5,100000,100000,480,100 kb
scaffold_1,22900001,58,Chr1,45697135,23000000,22950000.5,100000,100000,580,100 kb
scaffold_1,23000001,71,Chr1,45697135,23100000,23050000.5,100000,100000,710,100 kb
scaffold_1,23100001,27,Chr1,45697135,23200000,23150000.5,100000,100000,270,100 kb
scaffold_1,23200001,73,Chr1,45697135,23300000,23250000.5,100000,100000,730,100 kb
scaffold_1,23300001,76,Chr1,45697135,23400000,23350000.5,100000,100000,760,100 kb
scaffold_1,23400001,46,Chr1,45697135,23500000,23450000.5,100000,100000,460,100 kb
scaffold_1,23500001,36,Chr1,45697135,23600000,23550000.5,100000,100000,360,100 kb
scaffold_1,23600001,20,Chr1,45697135,23700000,23650000.5,100000,100000,200,100 kb
scaffold_1,23700001,82,Chr1,45697135,23800000,23750000.5,100000,100000,820,100 kb
scaffold_1,23800001,16,Chr1,45697135,23900000,23850000.5,100000,100000,160,100 kb
scaffold_1,23900001,36,Chr1,45697135,24000000,23950000.5,100000,100000,360,100 kb
scaffold_1,24000001,31,Chr1,45697135,24100000,24050000.5,100000,100000,310,100 kb
scaffold_1,24100001,40,Chr1,45697135,24200000,24150000.5,100000,100000,400,100 kb
scaffold_1,24200001,61,Chr1,45697135,24300000,24250000.5,100000,100000,610,100 kb
scaffold_1,24300001,45,Chr1,45697135,24400000,24350000.5,100000,100000,450,100 kb
scaffold_1,24400001,123,Chr1,45697135,24500000,24450000.5,100000,100000,1230,100 kb
scaffold_1,24500001,60,Chr1,45697135,24600000,24550000.5,100000,100000,600,100 kb
scaffold_1,24600001,58,Chr1,45697135,24700000,24650000.5,100000,100000,580,100 kb
scaffold_1,24700001,91,Chr1,45697135,24800000,24750000.5,100000,100000,910,100 kb
scaffold_1,24800001,71,Chr1,45697135,24900000,24850000.5,100000,100000,710,100 kb
scaffold_1,24900001,55,Chr1,45697135,25000000,24950000.5,100000,100000,550,100 kb
scaffold_1,25000001,42,Chr1,45697135,25100000,25050000.5,100000,100000,420,100 kb
scaffold_1,25100001,25,Chr1,45697135,25200000,25150000.5,100000,100000,250,100 kb
scaffold_1,25200001,40,Chr1,45697135,25300000,25250000.5,100000,100000,400,100 kb
scaffold_1,25300001,77,Chr1,45697135,25400000,25350000.5,100000,100000,770,100 kb
scaffold_1,25400001,39,Chr1,45697135,25500000,25450000.5,100000,100000,390,100 kb
scaffold_1,25500001,41,Chr1,45697135,25600000,25550000.5,100000,100000,410,100 kb
scaffold_1,25600001,55,Chr1,45697135,25700000,25650000.5,100000,100000,550,100 kb
scaffold_1,25700001,71,Chr1,45697135,25800000,25750000.5,100000,100000,710,100 kb
scaffold_1,25800001,29,Chr1,45697135,25900000,25850000.5,100000,100000,290,100 kb
scaffold_1,25900001,30,Chr1,45697135,26000000,25950000.5,100000,100000,300,100 kb
scaffold_1,26000001,20,Chr1,45697135,26100000,26050000.5,100000,100000,200,100 kb
scaffold_1,26100001,41,Chr1,45697135,26200000,26150000.5,100000,100000,410,100 kb
scaffold_1,26200001,69,Chr1,45697135,26300000,26250000.5,100000,100000,690,100 kb
scaffold_1,26300001,80,Chr1,45697135,26400000,26350000.5,100000,100000,800,100 kb
scaffold_1,26400001,47,Chr1,45697135,26500000,26450000.5,100000,100000,470,100 kb
scaffold_1,26500001,34,Chr1,45697135,26600000,26550000.5,100000,100000,340,100 kb
scaffold_1,26600001,17,Chr1,45697135,26700000,26650000.5,100000,100000,170,100 kb
scaffold_1,26700001,21,Chr1,45697135,26800000,26750000.5,100000,100000,210,100 kb
scaffold_1,26800001,25,Chr1,45697135,26900000,26850000.5,100000,100000,250,100 kb
scaffold_1,26900001,25,Chr1,45697135,27000000,26950000.5,100000,100000,250,100 kb
scaffold_1,27000001,28,Chr1,45697135,27100000,27050000.5,100000,100000,280,100 kb
scaffold_1,27100001,43,Chr1,45697135,27200000,27150000.5,100000,100000,430,100 kb
scaffold_1,27200001,23,Chr1,45697135,27300000,27250000.5,100000,100000,230,100 kb
scaffold_1,27300001,30,Chr1,45697135,27400000,27350000.5,100000,100000,300,100 kb
scaffold_1,27400001,34,Chr1,45697135,27500000,27450000.5,100000,100000,340,100 kb
scaffold_1,27500001,47,Chr1,45697135,27600000,27550000.5,100000,100000,470,100 kb
scaffold_1,27600001,33,Chr1,45697135,27700000,27650000.5,100000,100000,330,100 kb
scaffold_1,27700001,16,Chr1,45697135,27800000,27750000.5,100000,100000,160,100 kb
scaffold_1,27800001,13,Chr1,45697135,27900000,27850000.5,100000,100000,130,100 kb
scaffold_1,27900001,31,Chr1,45697135,28000000,27950000.5,100000,100000,310,100 kb
scaffold_1,28000001,47,Chr1,45697135,28100000,28050000.5,100000,100000,470,100 kb
scaffold_1,28100001,31,Chr1,45697135,28200000,28150000.5,100000,100000,310,100 kb
scaffold_1,28200001,25,Chr1,45697135,28300000,28250000.5,100000,100000,250,100 kb
scaffold_1,28300001,14,Chr1,45697135,28400000,28350000.5,100000,100000,140,100 kb
scaffold_1,28400001,59,Chr1,45697135,28500000,28450000.5,100000,100000,590,100 kb
scaffold_1,28500001,33,Chr1,45697135,28600000,28550000.5,100000,100000,330,100 kb
scaffold_1,28600001,24,Chr1,45697135,28700000,28650000.5,100000,100000,240,100 kb
scaffold_1,28700001,39,Chr1,45697135,28800000,28750000.5,100000,100000,390,100 kb
scaffold_1,28800001,40,Chr1,45697135,28900000,28850000.5,100000,100000,400,100 kb
scaffold_1,28900001,28,Chr1,45697135,29000000,28950000.5,100000,100000,280,100 kb
scaffold_1,29000001,71,Chr1,45697135,29100000,29050000.5,100000,100000,710,100 kb
scaffold_1,29100001,15,Chr1,45697135,29200000,29150000.5,100000,100000,150,100 kb
scaffold_1,29200001,51,Chr1,45697135,29300000,29250000.5,100000,100000,510,100 kb
scaffold_1,29300001,48,Chr1,45697135,29400000,29350000.5,100000,100000,480,100 kb
scaffold_1,29400001,53,Chr1,45697135,29500000,29450000.5,100000,100000,530,100 kb
scaffold_1,29500001,24,Chr1,45697135,29600000,29550000.5,100000,100000,240,100 kb
scaffold_1,29600001,73,Chr1,45697135,29700000,29650000.5,100000,100000,730,100 kb
scaffold_1,29700001,42,Chr1,45697135,29800000,29750000.5,100000,100000,420,100 kb
scaffold_1,29800001,43,Chr1,45697135,29900000,29850000.5,100000,100000,430,100 kb
scaffold_1,29900001,58,Chr1,45697135,30000000,29950000.5,100000,100000,580,100 kb
scaffold_1,30000001,21,Chr1,45697135,30100000,30050000.5,100000,100000,210,100 kb
scaffold_1,30100001,26,Chr1,45697135,30200000,30150000.5,100000,100000,260,100 kb
scaffold_1,30200001,21,Chr1,45697135,30300000,30250000.5,100000,100000,210,100 kb
scaffold_1,30300001,56,Chr1,45697135,30400000,30350000.5,100000,100000,560,100 kb
scaffold_1,30400001,41,Chr1,45697135,30500000,30450000.5,100000,100000,410,100 kb
scaffold_1,30500001,30,Chr1,45697135,30600000,30550000.5,100000,100000,300,100 kb
scaffold_1,30600001,38,Chr1,45697135,30700000,30650000.5,100000,100000,380,100 kb
scaffold_1,30700001,19,Chr1,45697135,30800000,30750000.5,100000,100000,190,100 kb
